sbjnum;date;upm1a;a4;soct2;idio2;np1;cp4a;cp6;cp7;cp8;cp13;colcp8a;colcp8b;colcp8c;it1;l1;prot3;jc10;jc13;jc15a;jc16a;vic1ext;aoj1;aoj21;aoj11;aoj12;colaoj21a;colaoj21b;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;colwc4a;colwc4b;colwc4d;colwc4e;colwc4g;colwc4c;colwc4f;colwc4_88;colwc4_98;collt5;collt6;colpaz1a;colpaz6a;colpaz6c;b0;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60n;b21;b21a;b31;b32;b37;b47a;b50;b20;b33;b17;colb61;b3polx;b20b;b15;colb67;b3milx;colpropaz1b;colrecon19b;colrecon19c;colrecon20b;colrecon20c;colpropaz1cn;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;colvb27h;m1;sd2new2;sd2expec;sd3new2;sd3expec;sd6new2;sd6expec;colsd8new2;infrax;ros1;ros4;redist1;redist2;redist3;ing4;eff1;eff2;pn4;colpropaz13c;colpropaz13j;colpact16a;colpropaz13k;colpropaz13m;colpact16b;colpact20;colpact11;colpact1;colpact17a;colpact18a;colpact10;colpact19;colpact17b;colpact18b;colind1a;colcamp1a;colafro1a;colwom2a;coldvw4;coldvw5;coldvw6;coldvw7;colprotmuj2;coldvw9;coldvw10;coldvw11_1;coldvw11_2;coldvw11_3;coldvw11_4;coldvw11_5;coldvw11_6;coldvw11_7;coldvw11_88;coldvw11_98;d1;d2;d3;d4;d5;d6;colespa2a;colideol4b;colideol4c;colideol4d;colideol4g;colrecon6;colrecon18;colrecon7n;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7new;inf1;vb2;vb3n;vb2v;vb3n2;vb10;vb11;pol1;vb20;clien1na;vb50;vb51;vb52;vb58;w14a;mil10a;mil10e;dis13n;dis12n;coldis18n;dis11n;dis12xn;coldis17n;coldislugar;wf1;cct1b;ed;q3cn;q5b;colocup4a;ocupoit;ocup1a;formal;q10g;q10new;q14;q10e;q11n;q12c;q12bn;q12;etid;gi0n;www1n;smedia1;smedia2;smedia3;smedia4;smedia5;smedia6;smedia7;smedia8;smedia9;gi1;gix4;gi4;colgi8;r3;r4;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r1;r16;formatq;colorr;conocim;iarea1;iarea2;iarea3;sexi;colori;colestsoc_col;q1;q2;country;estratopri;municipio;prov_code;upm;ur;year;municipio_desc;estratosec;tamano;q_38;q_54;q_58;q_67;q_86;q_110;q_125;q_162;q_197;q_208;q_221;q_227;q_271;q_316;q_320;aoj21_answer_order;colaoj21a_answer_order;colaoj21b_answer_order;b20b_b15_colb67_order;colvb27_questions_order;redist_questions_order;colpropaz13c_j_order;colpropaz13k_m_order;s_236_7;duration;wt 
80042588;24-Nov-18;32;862;2;2;2;1;4;2;3;3;.c;4;4;3;1;2;.c;2;1;.c;2;.c;10;3;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;2;7;5;7;4;5;4;6;7;3;5;1;3;6;7;1;7;5;6;.c;.c;.c;.c;.c;1;7;2;6;1;.c;.c;1;1;5;7;3;6;1;4;7;2;2;3;3;.c;2;.c;2;3;2;4;6;7;6;1;6;6;2;7;2;1;2;6;.c;.c;.c;7;.c;.c;.c;.c;6;7;5;1;.c;.c;5;7;.c;.c;.c;1;2;7;3;0;0;0;0;0;0;1;0;0;3;5;4;3;9;6;1;9;9;10;9;5;7;6;0;0;0;0;.c;0;.c;0;.c;1;0;1;0;0;.c;2;1;1;803;1;97;1;804;3;3;2;3;3;2;1;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;5;.c;.c;.c;.c;5;2;2;3;3;0;3;2;1;1;2;.c;.c;2;.c;.c;2;.c;.c;.a;1;1;.a;1;0;0;0;1;0;1;1;1;1;1;1;1;4;6;2;1;1;1;1;5;2;2;50;8;815;876275;76;76275;1;2018;236;3;4;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1333;.c;800;2;577;4;1;.c;782;1019;1
80044219;24-Nov-18;1;3;3;3;2;2;1;4;4;4;.c;4;4;1;3;2;.c;2;1;.c;2;.c;10;1;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;4;3;5;3;2;2;3;5;2;5;2;1;2;4;4;2;2;3;6;2;4;2;4;.c;.c;.c;.c;5;.c;.c;5;5;5;2;2;2;2;2;2;2;2;5;2;.c;.a;.a;3;.c;2;6;6;5;5;3;2;6;1;3;1;5;5;2;.c;.c;.c;5;5;5;5;5;.c;.c;.c;.c;4;5;.c;6;6;3;2;.c;.c;.c;3;0;0;0;0;1;0;0;0;0;3;7;2;2;7;5;7;7;9;8;7;7;7;7;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;4;1;1;802;1;802;2;.c;4;3;2;3;1;3;3;1;.c;4;.c;.c;.c;2;2;2;.c;2;2;14;1;1;7;.c;.c;.c;16;16;2;3;2;3;0;3;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;1;1;1;8;1;1;1;0;1;0;0;1;1;1;1;1;1;4;2;2;1;1;4;1;5;3;1;65;8;814;868081;68;68081;1;2018;200;1;3;2;2;1;2;1;1;2;1;1;1;1;1;2;2;2;1241;.c;774;.c;1040;4;2;.c;1;142;1
80046150;24-Nov-18;39;13;3;3;2;2;4;4;4;4;.c;4;4;2;5;2;2;.c;.c;2;2;.c;9;4;4;11;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;2;1;3;3;2;2;3;4;3;3;1;2;4;3;1;3;2;3;.c;.c;.c;.c;.c;7;4;3;6;5;.c;.c;3;5;5;2;1;2;1;3;2;1;1;5;4;.c;4;2;3;.c;4;5;1;1;7;7;1;4;6;2;2;4;3;4;.c;.c;.c;5;.c;.c;.c;.c;7;7;3;4;.c;.c;7;7;7;4;1;.c;.c;.c;2;0;0;0;1;0;0;0;0;0;5;1;1;5;10;5;1;3;5;7;10;2;3;3;0;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;.a;.c;1;2;.c;2;.c;2;.c;4;1;2;3;3;3;4;1;.a;.c;2;2;2;.c;.c;.c;.c;2;2;0;5;1;2;6;4;2;2;3;2;3;2;3;1;1;2;5;5;2;.c;.c;2;.c;.c;2;.c;.c;2;.a;1;26;0;0;1;0;0;0;0;0;0;0;0;0;.c;4;5;3;1;1;1;2;3;1;1;39;8;811;808436;8;8436;2;2018;43;3;1;2;1;2;1;2;2;2;1;1;2;2;1;1;1;1;1025;244;.c;6;750;6;1;.c;1;278;1
80046502;24-Nov-18;32;70;3;3;1;2;2;4;4;4;4;.c;.c;2;5;1;2;.c;2;.c;2;.c;4;3;2;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;6;4;6;3;5;7;3;5;4;6;1;4;5;4;3;4;3;4;.c;.c;.c;.c;.c;3;4;3;2;3;4;7;.c;.c;6;1;1;2;1;1;1;1;1;3;3;3;3;.c;3;.c;4;2;7;7;7;5;2;6;5;6;3;.c;.c;.c;6;7;4;7;5;4;3;2;.c;.c;.c;.c;6;6;.c;6;.c;.c;.c;5;2;2;3;0;0;1;1;0;0;0;0;0;7;9;5;7;9;4;3;3;7;6;7;6;8;9;0;0;0;0;.c;1;0;0;.c;1;0;1;0;0;1;.c;1;2;.c;1;802;2;.c;2;4;2;4;3;2;2;1;.c;4;.c;.c;.c;2;2;2;.c;2;2;11;1;1;1;7;4;2;8;8;2;3;3;4;2;2;5;1;2;1;2;5;2;.c;.c;1;3;5;1;1;1;35;1;0;1;0;1;0;0;1;1;0;0;1;0;4;5;2;2;2;3;2;2;2;1;31;8;815;876275;76;76275;1;2018;236;3;4;1;1;1;2;2;2;1;3;2;1;1;2;1;2;2;499;.c;792;6;578;3;.c;2;1;217;1
80046722;24-Nov-18;48;5;2;3;2;2;3;4;4;4;.c;4;3;1;6;2;.c;2;2;.c;2;.c;.a;3;2;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;4;3;6;5;4;5;3;4;5;5;1;3;4;5;4;5;5;4;.c;.c;.c;.c;.c;5;4;5;5;5;6;6;.c;.c;5;4;3;4;3;2;3;5;5;3;3;3;3;.c;3;.c;4;2;3;7;6;6;2;6;3;5;3;4;4;3;.c;.c;.c;4;.c;.c;.c;.c;6;6;6;2;5;6;.c;5;.c;.c;.c;2;1;2;1;0;0;0;1;0;0;0;0;0;3;2;3;2;6;3;2;8;1;6;7;5;6;6;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;2;1;1;.b;1;.b;2;.c;4;3;2;4;.a;3;3;.b;.a;.c;.c;.c;.c;2;2;2;.c;2;2;14;1;1;3;.c;.c;.c;.c;11;2;3;1;4;0;0;2;1;2;2;.c;.c;2;.c;.c;1;1;5;1;1;1;.a;1;0;1;0;1;0;0;1;1;0;0;1;1;4;3;2;1;1;1;2;7;3;2;52;8;811;823001;23;23001;1;2018;157;1;3;2;2;1;2;2;2;1;3;1;2;1;2;2;1;2;613;.c;719;5;298;4;2;.c;1;246;0,800000012
80049531;24-Nov-18;4;1;2;1;2;2;4;4;4;4;4;.c;.c;3;5;2;.c;1;2;.c;2;.c;6;3;3;5;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;2;.c;2;2;1;2;2;3;2;2;2;1;1;1;4;2;3;1;2;3;3;2;3;1;1;.c;.c;.c;.c;1;.c;.c;7;7;1;1;2;1;1;5;1;1;1;3;2;.c;2;3;3;.c;2;5;1;4;1;4;7;7;5;4;2;1;2;4;.c;.c;.c;7;1;1;2;2;.c;.c;.c;.c;.c;.c;5;2;7;5;4;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;10;5;5;1;5;1;1;1;10;5;5;1;1;1;1;1;0;1;0;1;1;0;.c;1;0;1;0;0;.c;2;1;1;.a;1;.a;2;.c;2;4;2;2;3;2;1;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;17;11;3;1;8;3;1;16;16;2;2;2;5;1;4;2;2;1;1;2;5;2;.c;.c;1;1;5;1;1;1;8;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;2;3;4;1;2;3;1;39;8;812;811001;11;1100118;1;2018;48;1;2;1;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1332;745;.c;.c;229;3;2;.c;398;388;1
80049532;24-Nov-18;4;70;3;3;1;2;1;2;4;4;.c;2;4;3;7;2;1;.c;2;.c;1;1;4;4;4;11;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;4;2;6;1;1;1;1;2;1;2;1;1;1;2;1;1;1;2;5;1;3;1;2;.c;.c;.c;.c;3;1;7;.c;.c;3;1;1;1;1;1;1;1;1;5;4;.c;3;3;4;.c;4;6;.a;5;5;.a;5;4;4;3;4;4;3;5;.c;.c;.c;2;3;1;6;4;.c;.c;.c;.c;7;6;.c;5;5;1;1;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;10;10;8;1;10;10;1;5;5;9;9;10;10;9;.a;0;0;0;.c;1;0;1;0;1;0;1;0;0;1;.c;1;1;802;1;802;2;.c;2;3;2;3;3;3;2;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;12;1;1;1;4;.a;1;9;10;1;2;1;6;2;1;2;1;1;1;1;1;2;.c;.c;1;1;1;1;2;2;.a;1;1;1;0;1;0;1;1;1;1;1;1;1;4;2;1;1;1;4;1;2;3;2;24;8;812;811001;11;1100118;1;2018;45;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1366;583;.c;.c;233;3;1;.c;343;1163;0,800000012
80059461;24-Nov-18;6;11;2;3;2;2;4;3;4;4;.c;4;4;2;5;2;1;.c;2;.c;1;2;2;4;2;1;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;3;1;1;1;1;1;2;3;1;3;1;1;2;2;2;3;3;2;.c;.c;.c;.c;.c;1;3;3;3;3;7;4;.c;.c;3;1;1;1;1;1;1;1;6;3;3;3;3;.c;3;.c;2;4;7;6;7;7;7;6;6;3;3;3;3;6;.c;.c;.c;2;2;3;1;1;.c;.c;.c;.c;1;1;.c;7;7;7;7;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;3;4;3;3;2;2;1;1;7;8;10;1;1;1;1;1;0;0;.c;1;0;0;.c;0;.c;1;0;0;1;.c;1;1;.b;1;801;2;.c;4;3;2;4;3;3;3;1;.c;3;2;2;2;.c;.c;.c;.c;2;2;11;1;2;1;7;2;1;12;12;2;2;1;1;0;1;1;1;1;1;1;5;2;.c;.c;1;1;5;1;1;1;.a;1;0;1;0;0;0;1;1;1;0;0;1;1;4;1;2;2;3;2;2;4;1;1;32;8;812;811001;11;110015;1;2018;56;1;2;2;1;1;1;2;2;1;3;1;1;1;1;1;2;1;286;631;.c;3;1262;5;2;.c;465;289;0,666666687
80060286;24-Nov-18;24;57;2;1;2;2;2;2;4;4;4;.c;.c;3;9;2;.c;2;2;.c;2;.c;8;1;3;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;6;5;6;5;7;5;5;5;4;4;4;4;3;5;5;4;4;6;.c;.c;.c;.c;.c;6;4;5;4;4;.c;.c;5;6;4;5;2;3;1;2;2;1;1;3;3;.c;3;3;4;.c;3;2;3;6;7;5;4;4;6;5;3;.c;.c;.c;4;6;5;4;2;1;3;3;.c;.c;.c;.c;4;4;.c;2;.c;.c;.c;6;7;2;3;0;0;1;0;1;0;0;0;0;5;4;4;5;3;3;2;6;2;1;4;3;7;7;1;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;.c;5;1;2;.c;2;.c;2;.c;3;3;2;1;3;3;1;1;.c;.a;2;2;2;.c;.c;.c;.c;2;2;11;1;1;3;.c;.c;.c;.c;7;2;1;1;5;1;1;4;1;1;1;1;1;2;.c;.c;1;1;1;1;2;1;25;1;1;1;0;1;0;1;0;0;1;1;1;1;4;8;3;2;2;2;2;7;1;2;25;8;811;823189;23;23189;2;2018;149;2;1;1;2;1;1;2;2;2;1;2;1;1;2;2;2;1;757;477;.c;5;1322;3;.c;1;1;137;1
80064472;23-Nov-18;57;1;2;2;2;1;3;3;3;4;3;.c;.c;3;8;2;1;.c;.c;.a;1;2;6;2;2;.c;11;2;.c;1;2;2;.c;2;.c;2;.c;1;1;2;2;2;2;2;2;2;2;.c;2;2;.c;4;5;5;4;5;4;5;6;5;5;3;3;6;5;4;5;5;5;5;5;5;2;5;.c;.c;.c;.c;3;.c;.c;5;5;2;4;5;3;2;2;3;2;.a;2;3;3;2;.c;3;.c;2;4;4;4;6;5;5;5;5;4;2;4;4;4;.c;.c;.c;3;4;1;1;1;.c;.c;.c;.c;4;4;.c;1;5;4;4;.c;.c;.c;.a;0;0;0;0;0;0;0;0;1;6;6;4;4;1;1;3;1;4;2;4;5;5;5;1;0;0;0;.c;1;1;1;0;0;.c;0;.c;0;2;.c;1;1;.a;1;801;2;.c;4;2;2;2;3;3;2;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;5;1;2;1;6;4;2;3;5;2;3;1;1;0;3;1;1;3;2;.c;.c;2;.c;.c;2;.c;.c;.b;.a;1;.a;1;0;1;0;0;0;0;1;1;0;0;1;0;4;4;3;2;4;3;2;2;2;1;54;8;814;868689;68;68689;2;2018;210;2;1;1;1;2;2;1;1;2;3;1;1;1;1;1;1;2;1603;.c;515;.c;899;6;2;.c;1;964;1
80064473;23-Nov-18;57;1;3;3;2;2;1;4;4;4;.c;4;4;2;5;2;1;.c;.c;2;2;.c;8;3;1;.c;3;2;.c;2;.c;1;2;2;.c;2;.c;1;1;2;2;2;2;2;2;2;2;.c;1;2;.c;1;1;2;1;5;5;1;3;1;2;1;1;5;1;1;1;1;1;3;1;1;1;1;.c;.c;.c;.c;2;7;7;.c;.c;7;1;1;1;1;1;1;1;1;3;4;.c;2;.c;3;3;2;5;4;4;7;2;5;1;1;1;3;1;4;1;.c;.c;.c;1;.c;.c;.c;.c;7;7;2;1;.c;.c;4;1;7;1;5;.c;.c;.c;.a;0;0;0;0;1;0;0;0;0;5;5;2;5;1;1;1;1;1;1;1;7;10;10;1;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;5;1;1;899;1;899;2;.c;4;4;2;4;3;3;4;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;2;5;1;5;.c;.c;.c;.c;0;2;2;6;6;0;6;2;2;5;2;.c;.c;2;.c;.c;2;.c;.c;1;.a;1;40;1;0;1;0;0;0;0;1;1;0;0;1;0;4;5;4;2;4;3;2;2;1;2;75;8;814;868689;68;68689;2;2018;210;2;1;2;1;2;2;1;1;1;2;1;2;2;1;2;1;2;1046;.c;80;.c;590;1;2;.c;1;484;1
80064474;23-Nov-18;57;13;3;1;2;1;4;4;4;4;.c;3;3;1;3;2;1;.c;.c;2;2;.c;6;1;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;7;4;6;5;7;7;6;3;3;6;1;4;5;6;6;5;5;6;.c;.c;.c;.c;.c;6;7;7;1;5;7;3;.c;.c;5;3;1;1;2;4;1;1;1;1;3;3;2;.c;3;.c;4;4;4;6;7;5;5;5;6;2;2;.c;.c;.c;3;5;2;3;.c;.c;.c;.c;7;5;4;1;5;4;.c;6;7;6;1;.c;.c;.c;4;0;0;0;0;0;0;1;0;0;5;7;6;4;5;8;2;8;3;7;8;7;5;4;1;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;4;1;2;.c;2;.c;2;.c;2;4;2;2;3;3;2;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;4;.c;.c;.c;.c;5;2;1;1;5;2;0;1;2;1;1;1;2;2;.c;.c;1;1;5;.b;.a;1;.a;1;0;1;1;1;0;0;1;1;0;0;1;1;4;1;3;3;4;3;2;2;1;2;18;8;814;868689;68;68689;2;2018;210;2;1;2;1;2;2;2;2;1;3;2;2;1;1;2;1;2;761;.c;11;4;424;5;.c;1;279;83;1
80068165;24-Nov-18;6;13;3;3;2;2;1;4;4;4;4;.c;.c;2;4;2;.c;1;.c;2;2;.c;8;3;2;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;2;6;5;2;2;1;1;2;4;3;5;1;1;1;2;2;3;5;2;6;2;2;1;4;.c;.c;.c;.c;6;.c;.c;6;6;2;1;1;1;1;1;1;1;7;3;2;3;4;.c;2;.c;2;5;7;7;7;7;7;7;1;1;1;.c;.c;.c;1;7;1;1;.c;.c;.c;.c;7;5;7;5;.c;.c;1;7;7;1;1;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;2;2;2;2;3;1;1;1;8;8;4;1;1;1;1;1;0;0;.c;0;.c;0;.c;1;0;0;.c;0;1;.c;1;1;802;2;.c;1;877;2;3;2;4;3;3;3;1;.a;.c;2;2;1;.c;.c;.c;3;2;2;18;1;2;7;.c;.c;.c;13;15;2;3;6;3;0;2;1;1;2;2;.c;.c;2;.c;.c;1;2;5;1;.a;1;.a;1;0;1;0;1;1;0;1;1;0;1;1;1;4;1;2;2;3;2;2;4;2;1;60;8;812;811001;11;110015;1;2018;54;1;2;1;2;2;1;2;1;2;3;2;2;2;1;1;1;1;170;503;.c;.c;1299;5;.c;2;652;108;0,666666687
80069067;24-Nov-18;38;12;3;3;2;1;4;4;4;4;.c;4;4;4;7;2;.c;1;.c;2;1;1;2;4;1;.c;6;2;.c;2;.c;2;.c;2;.c;1;2;2;2;2;2;1;2;2;2;2;1;2;1;.c;1;4;3;7;7;7;7;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;4;.c;.c;.c;.c;3;5;7;.c;.c;7;1;1;1;1;4;1;1;1;3;2;.c;2;2;2;.c;2;3;4;6;7;5;7;7;7;7;3;7;7;7;.c;.c;.c;7;1;1;2;3;.c;.c;.c;.c;.c;.c;7;4;.c;.c;.c;2;7;6;3;0;0;0;0;0;0;1;0;0;8;7;5;7;1;1;1;1;1;7;1;1;1;7;0;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;.c;3;1;1;801;2;.c;2;.c;1;2;2;2;3;3;3;1;.c;3;.c;.c;.c;2;2;2;.c;2;1;2;5;1;1;5;4;2;8;8;2;3;2;5;1;1;1;2;5;2;.c;.c;2;.c;.c;2;.c;.c;1;1;1;12;0;0;1;0;1;0;0;1;1;0;0;1;0;4;6;3;2;2;2;2;4;1;1;51;8;811;813430;13;13430;1;2018;92;1;3;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;1081;.c;31;.c;23;5;1;.c;243;689;1
80096069;25-Nov-18;14;13;3;3;2;1;4;4;4;4;4;.c;.c;3;6;2;1;.c;.c;2;2;.c;4;4;4;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;2;.c;2;2;6;3;4;6;6;7;4;5;1;4;6;5;6;5;5;5;.c;.c;.c;.c;.c;3;5;3;6;2;6;6;.c;.c;6;2;5;3;1;2;3;4;3;1;2;3;2;.c;3;.c;2;1;3;7;6;3;6;3;2;4;3;.c;.c;.c;2;2;2;7;.c;.c;.c;.c;2;6;2;2;1;2;.c;4;.c;.c;.c;2;2;2;3;1;0;0;0;0;0;0;0;0;4;4;1;2;4;7;1;3;2;7;7;5;2;7;0;1;1;1;0;0;.c;0;.c;0;.c;0;.c;0;2;.c;1;2;.c;1;801;2;.c;2;2;2;4;1;2;1;1;.c;1;1;2;1;.c;.c;.c;4;2;2;17;1;1;2;3;4;2;4;12;1;3;1;3;0;0;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;.a;1;1;1;1;1;1;0;1;1;1;1;1;1;4;3;2;3;3;4;2;5;3;1;38;8;812;811001;11;1100110;1;2018;84;1;2;1;1;2;1;1;2;1;3;2;2;1;2;1;2;1;918;148;.c;2;746;3;.c;2;1;72;0,800000012
80097578;25-Nov-18;16;57;3;2;2;1;4;1;4;3;.c;4;4;1;5;2;.a;.c;2;.c;2;.c;9;1;1;.c;5;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;7;2;5;5;6;6;6;5;4;5;1;1;1;1;1;5;1;5;7;3;5;1;4;.c;.c;.c;.c;4;1;7;.c;.c;5;5;2;2;2;5;5;3;.a;4;3;3;3;.c;3;.c;3;2;5;6;7;1;7;5;7;5;3;3;6;5;.c;.c;.c;1;.c;.c;.c;.c;7;7;1;1;.c;.c;7;5;7;7;1;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;1;3;3;1;5;1;1;5;1;10;10;1;5;10;0;0;0;1;0;0;.c;0;.c;1;0;1;0;0;.c;5;1;1;802;1;802;1;832;2;3;2;3;3;2;3;1;.c;.a;2;2;1;.c;.c;.c;4;2;1;11;1;1;5;.c;.c;.c;.c;2;2;2;1;5;1;3;4;1;1;1;1;5;2;.c;.c;2;.c;.c;.a;1;1;.a;1;0;1;0;0;0;0;1;1;0;0;1;0;4;10;3;4;4;3;2;2;3;2;43;8;815;876109;76;76109;1;2018;225;1;3;2;1;1;2;2;1;1;3;1;2;2;1;2;2;1;1179;.c;24;.c;145;2;1;.c;417;721;1
80099832;25-Nov-18;14;3;2;2;2;1;4;4;3;3;.c;3;4;2;8;2;.c;2;2;.c;2;.c;6;4;1;3;.c;1;2;2;.c;1;2;2;.c;1;2;2;2;2;2;2;2;1;2;2;2;.c;2;1;.c;5;5;7;4;6;7;5;6;3;6;1;3;6;6;6;4;6;6;2;5;5;1;4;.c;.c;.c;.c;6;.c;.c;6;7;7;6;7;5;1;3;3;3;1;2;2;.c;3;2;2;.c;.a;2;7;7;6;5;5;6;5;5;2;.c;.c;.c;6;6;4;6;6;6;3;.a;.c;.c;.c;.c;.c;.c;6;6;7;.a;.a;.c;.c;.c;4;0;0;0;1;0;0;0;0;0;7;6;5;4;8;1;2;1;7;7;5;8;8;9;0;1;0;1;0;1;0;0;.c;1;0;0;.c;0;1;.c;1;1;801;1;801;1;829;1;2;2;2;1;2;2;1;.c;2;.c;.c;.c;2;2;2;.c;2;2;5;77;.a;8;.c;.c;.c;.c;.b;2;2;5;9;0;2;2;2;2;1;2;2;2;.c;.c;1;2;2;1;.a;1;8;1;1;1;1;1;0;0;1;1;1;1;1;1;4;3;3;3;3;4;2;5;3;1;74;8;812;811001;11;1100110;1;2018;84;1;2;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;971;298;.c;.c;1074;3;.c;2;1;294;0,800000012
80100599;25-Nov-18;39;27;3;3;2;2;4;4;4;4;4;.c;.c;1;10;2;2;.c;1;.c;2;.c;6;4;1;.c;1;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;2;.c;1;4;7;4;6;4;3;4;1;1;1;1;7;1;1;2;1;3;.c;.c;.c;.c;.c;1;4;2;1;2;.c;.c;3;7;4;1;7;1;1;1;1;1;1;2;2;.c;4;3;4;.c;3;4;7;7;7;1;6;5;2;1;4;4;5;6;.c;.c;.c;7;2;2;5;5;.c;.c;.c;.c;7;7;.c;1;1;2;4;.c;.c;.c;3;0;0;1;0;0;0;0;0;0;3;3;7;5;1;1;3;1;10;3;1;1;1;1;1;0;0;0;.c;1;0;0;.c;1;0;1;0;0;.c;4;1;1;801;1;801;1;829;4;2;2;4;1;2;4;2;.a;.c;1;2;1;.c;.c;.c;1;2;1;11;4;1;1;5;5;1;0;0;2;2;3;4;1;3;1;3;1;2;.c;.c;2;.c;.c;2;.c;.c;1;.a;1;10;1;0;1;0;0;0;0;1;1;0;0;0;.c;4;3;3;1;3;3;2;3;1;1;50;8;811;808436;8;8436;1;2018;42;3;5;1;1;1;2;1;2;2;1;1;1;1;1;2;1;1;1369;.c;286;2;1549;1;1;.c;1;208;0,666666687
